Source;Target;Weight
r_1034;minecraft:hard_orange_glass_pane;3
minecraft:magenta_stained_glass_pane;r_1035;-3
minecraft:aluminumoxide;r_1035;-3
minecraft:borontrioxide;r_1035;-3
r_1035;minecraft:hard_magenta_glass_pane;3
minecraft:light_blue_stained_glass_pane;r_1036;-3
minecraft:aluminumoxide;r_1036;-3
minecraft:borontrioxide;r_1036;-3
r_1036;minecraft:hard_light_blue_glass_pane;3
minecraft:yellow_stained_glass_pane;r_1037;-3
minecraft:aluminumoxide;r_1037;-3
minecraft:borontrioxide;r_1037;-3
r_1037;minecraft:hard_yellow_glass_pane;3
minecraft:lime_stained_glass_pane;r_1038;-3
minecraft:aluminumoxide;r_1038;-3
minecraft:borontrioxide;r_1038;-3
r_1038;minecraft:hard_lime_glass_pane;3
minecraft:pink_stained_glass_pane;r_1039;-3
minecraft:aluminumoxide;r_1039;-3
minecraft:borontrioxide;r_1039;-3
r_1039;minecraft:hard_pink_glass_pane;3
minecraft:gray_stained_glass_pane;r_1040;-3
minecraft:aluminumoxide;r_1040;-3
minecraft:borontrioxide;r_1040;-3
r_1040;minecraft:hard_gray_glass_pane;3
minecraft:light_gray_stained_glass_pane;r_1041;-3
minecraft:aluminumoxide;r_1041;-3
minecraft:borontrioxide;r_1041;-3
r_1041;minecraft:hard_light_gray_glass_pane;3
minecraft:cyan_stained_glass_pane;r_1042;-3
minecraft:aluminumoxide;r_1042;-3
minecraft:borontrioxide;r_1042;-3
r_1042;minecraft:hard_cyan_glass_pane;3
minecraft:purple_stained_glass_pane;r_1043;-3
minecraft:aluminumoxide;r_1043;-3
minecraft:borontrioxide;r_1043;-3
r_1043;minecraft:hard_purple_glass_pane;3
minecraft:blue_stained_glass_pane;r_1044;-3
minecraft:aluminumoxide;r_1044;-3
minecraft:borontrioxide;r_1044;-3
r_1044;minecraft:hard_blue_glass_pane;3
minecraft:brown_stained_glass_pane;r_1045;-3
minecraft:aluminumoxide;r_1045;-3
minecraft:borontrioxide;r_1045;-3
r_1045;minecraft:hard_brown_glass_pane;3
minecraft:green_stained_glass_pane;r_1046;-3
minecraft:aluminumoxide;r_1046;-3
minecraft:borontrioxide;r_1046;-3
r_1046;minecraft:hard_green_glass_pane;3
minecraft:red_stained_glass_pane;r_1047;-3
minecraft:aluminumoxide;r_1047;-3
minecraft:borontrioxide;r_1047;-3
r_1047;minecraft:hard_red_glass_pane;3
minecraft:black_stained_glass_pane;r_1048;-3
minecraft:aluminumoxide;r_1048;-3
minecraft:borontrioxide;r_1048;-3
r_1048;minecraft:hard_black_glass_pane;3
minecraft:glass_pane;r_1049;-3
minecraft:aluminumoxide;r_1049;-3
minecraft:borontrioxide;r_1049;-3
r_1049;minecraft:hard_glass_pane;3
minecraft:brick;r_1050;-3
r_1050;minecraft:flower_pot;1
minecraft:smooth_stone_slab;r_1051;-1
minecraft:stick;r_1051;-6
r_1051;minecraft:armor_stand;1
minecraft:white_stained_glass_pane;r_1052;-8
minecraft:bone_meal;r_1052;-1
r_1052;minecraft:white_terracotta;8
minecraft:white_stained_glass_pane;r_1053;-8
minecraft:cocoa_beans;r_1053;-1
r_1053;minecraft:brown_terracotta;8
minecraft:white_stained_glass_pane;r_1054;-8
minecraft:ink_sac;r_1054;-1
r_1054;minecraft:black_terracotta;8
minecraft:white_stained_glass_pane;r_1055;-8
minecraft:lapis_lazuli;r_1055;-1
r_1055;minecraft:blue_terracotta;8
minecraft:torch;r_1056;-1
minecraft:iron_nugget;r_1056;-8
r_1056;minecraft:lantern;1
minecraft:soul_torch;r_1057;-1
minecraft:iron_nugget;r_1057;-8
r_1057;minecraft:soul_lantern;1
minecraft:cobblestone;r_1058;-8
r_1058;minecraft:furnace;1
minecraft:blackstone;r_1059;-8
r_1059;minecraft:furnace;1
minecraft:cobbled_deepslate;r_1060;-8
r_1060;minecraft:furnace;1
minecraft:honey_bottle;r_1061;-4
r_1061;minecraft:honey_block;1
minecraft:oak_planks;r_1062;-6
minecraft:honeycomb;r_1062;-3
r_1062;minecraft:beehive;1
minecraft:spruce_planks;r_1063;-6
minecraft:honeycomb;r_1063;-3
r_1063;minecraft:beehive;1
minecraft:birch_planks;r_1064;-6
minecraft:honeycomb;r_1064;-3
r_1064;minecraft:beehive;1
minecraft:jungle_planks;r_1065;-6
minecraft:honeycomb;r_1065;-3
r_1065;minecraft:beehive;1
minecraft:acacia_planks;r_1066;-6
minecraft:honeycomb;r_1066;-3
r_1066;minecraft:beehive;1
minecraft:dark_oak_planks;r_1067;-6
minecraft:honeycomb;r_1067;-3
r_1067;minecraft:beehive;1
minecraft:crimson_planks;r_1068;-6
minecraft:honeycomb;r_1068;-3
r_1068;minecraft:beehive;1
minecraft:warped_planks;r_1069;-6
minecraft:honeycomb;r_1069;-3
r_1069;minecraft:beehive;1
minecraft:iron_block;r_1070;-3
minecraft:iron_ingot;r_1070;-4
r_1070;minecraft:anvil;1
minecraft:blaze_rod;r_1071;-1
minecraft:popped_chorus_fruit;r_1071;-1
r_1071;minecraft:end_rod;4
minecraft:glass;r_1072;-8
minecraft:bone_meal;r_1072;-1
r_1072;minecraft:white_stained_glass;8
minecraft:glass;r_1073;-8
minecraft:cocoa_beans;r_1073;-1
r_1073;minecraft:brown_stained_glass;8
minecraft:glass;r_1074;-8
minecraft:ink_sac;r_1074;-1
r_1074;minecraft:black_stained_glass;8
minecraft:glass;r_1075;-8
minecraft:lapis_lazuli;r_1075;-1
r_1075;minecraft:blue_stained_glass;8
minecraft:coal;r_1076;-1
minecraft:stick;r_1076;-1
r_1076;minecraft:torch;4
minecraft:charcoal;r_1077;-1
minecraft:stick;r_1077;-1
r_1077;minecraft:torch;4
minecraft:soul_soil;r_1078;-1
minecraft:coal;r_1078;-1
minecraft:stick;r_1078;-1
r_1078;minecraft:soul_torch;4
minecraft:soul_sand;r_1079;-1
minecraft:charcoal;r_1079;-1
minecraft:stick;r_1079;-1
r_1079;minecraft:soul_torch;4
minecraft:soul_sand;r_1080;-1
minecraft:coal;r_1080;-1
minecraft:stick;r_1080;-1
r_1080;minecraft:soul_torch;4
minecraft:soul_soil;r_1081;-1
minecraft:charcoal;r_1081;-1
minecraft:stick;r_1081;-1
r_1081;minecraft:soul_torch;4
minecraft:oak_planks;r_1082;-8
r_1082;minecraft:chest;1
minecraft:spruce_planks;r_1083;-8
r_1083;minecraft:chest;1
minecraft:birch_planks;r_1084;-8
r_1084;minecraft:chest;1
minecraft:jungle_planks;r_1085;-8
r_1085;minecraft:chest;1
minecraft:acacia_planks;r_1086;-8
r_1086;minecraft:chest;1
minecraft:dark_oak_planks;r_1087;-8
r_1087;minecraft:chest;1
minecraft:crimson_planks;r_1088;-8
r_1088;minecraft:chest;1
minecraft:warped_planks;r_1089;-8
r_1089;minecraft:chest;1
minecraft:white_wool;r_1090;-1
minecraft:stick;r_1090;-8
r_1090;minecraft:painting;1
minecraft:orange_wool;r_1091;-1
minecraft:stick;r_1091;-8
r_1091;minecraft:painting;1
minecraft:magenta_wool;r_1092;-1
minecraft:stick;r_1092;-8
r_1092;minecraft:painting;1
minecraft:light_blue_wool;r_1093;-1
minecraft:stick;r_1093;-8
r_1093;minecraft:painting;1
minecraft:yellow_wool;r_1094;-1
minecraft:stick;r_1094;-8
r_1094;minecraft:painting;1
minecraft:lime_wool;r_1095;-1
minecraft:stick;r_1095;-8
r_1095;minecraft:painting;1
minecraft:pink_wool;r_1096;-1
minecraft:stick;r_1096;-8
r_1096;minecraft:painting;1
minecraft:gray_wool;r_1097;-1
minecraft:stick;r_1097;-8
r_1097;minecraft:painting;1
minecraft:silver_wool;r_1098;-1
minecraft:stick;r_1098;-8
r_1098;minecraft:painting;1
minecraft:cyan_wool;r_1099;-1
minecraft:stick;r_1099;-8
r_1099;minecraft:painting;1
minecraft:purple_wool;r_1100;-1
minecraft:stick;r_1100;-8
r_1100;minecraft:painting;1
minecraft:blue_wool;r_1101;-1
minecraft:stick;r_1101;-8
r_1101;minecraft:painting;1
minecraft:brown_wool;r_1102;-1
minecraft:stick;r_1102;-8
r_1102;minecraft:painting;1
minecraft:green_wool;r_1103;-1
minecraft:stick;r_1103;-8
r_1103;minecraft:painting;1
minecraft:red_wool;r_1104;-1
minecraft:stick;r_1104;-8
r_1104;minecraft:painting;1
minecraft:black_wool;r_1105;-1
minecraft:stick;r_1105;-8
r_1105;minecraft:painting;1
minecraft:stick;r_1106;-7
r_1106;minecraft:ladder;3
minecraft:oak_planks;r_1107;-6
minecraft:stick;r_1107;-1
r_1107;minecraft:oak_sign;3
minecraft:spruce_planks;r_1108;-6
minecraft:stick;r_1108;-1
r_1108;minecraft:spruce_sign;3
minecraft:birch_planks;r_1109;-6
minecraft:stick;r_1109;-1
r_1109;minecraft:birch_sign;3
minecraft:jungle_planks;r_1110;-6
minecraft:stick;r_1110;-1
r_1110;minecraft:jungle_sign;3
minecraft:acacia_planks;r_1111;-6
minecraft:stick;r_1111;-1
r_1111;minecraft:acacia_sign;3
minecraft:dark_oak_planks;r_1112;-6
minecraft:stick;r_1112;-1
r_1112;minecraft:dark_oak_sign;3
minecraft:crimson_planks;r_1113;-6
minecraft:stick;r_1113;-1
r_1113;minecraft:crimson_sign;3
minecraft:warped_planks;r_1114;-6
minecraft:stick;r_1114;-1
r_1114;minecraft:warped_sign;3
minecraft:snow;r_1115;-3
r_1115;minecraft:snow_layer;6
minecraft:oak_planks;r_1116;-8
minecraft:diamond;r_1116;-1
r_1116;minecraft:jukebox;1
minecraft:spruce_planks;r_1117;-8
minecraft:diamond;r_1117;-1
r_1117;minecraft:jukebox;1
minecraft:birch_planks;r_1118;-8
minecraft:diamond;r_1118;-1
r_1118;minecraft:jukebox;1
minecraft:jungle_planks;r_1119;-8
minecraft:diamond;r_1119;-1
r_1119;minecraft:jukebox;1
minecraft:acacia_planks;r_1120;-8
minecraft:diamond;r_1120;-1
r_1120;minecraft:jukebox;1
minecraft:dark_oak_planks;r_1121;-8
minecraft:diamond;r_1121;-1
r_1121;minecraft:jukebox;1
minecraft:crimson_planks;r_1122;-8
minecraft:diamond;r_1122;-1
r_1122;minecraft:jukebox;1
minecraft:warped_planks;r_1123;-8
minecraft:diamond;r_1123;-1
r_1123;minecraft:jukebox;1
minecraft:oak_planks;r_1124;-4
minecraft:stick;r_1124;-2
r_1124;minecraft:oak_fence;3
minecraft:spruce_planks;r_1125;-4
minecraft:stick;r_1125;-2
r_1125;minecraft:spruce_fence;3
minecraft:birch_planks;r_1126;-4
minecraft:stick;r_1126;-2
r_1126;minecraft:birch_fence;3
minecraft:jungle_planks;r_1127;-4
minecraft:stick;r_1127;-2
r_1127;minecraft:jungle_fence;3
minecraft:acacia_planks;r_1128;-4
minecraft:stick;r_1128;-2
r_1128;minecraft:acacia_fence;3
minecraft:dark_oak_planks;r_1129;-4
minecraft:stick;r_1129;-2
r_1129;minecraft:dark_oak_fence;3
minecraft:crimson_planks;r_1130;-4
minecraft:stick;r_1130;-2
r_1130;minecraft:crimson_fence;3
minecraft:warped_planks;r_1131;-4
minecraft:stick;r_1131;-2
r_1131;minecraft:warped_fence;3
minecraft:nether_bricks;r_1132;-4
minecraft:netherbrick;r_1132;-2
r_1132;minecraft:nether_brick_fence;6
minecraft:glass;r_1133;-6
r_1133;minecraft:glass_pane;16
minecraft:white_stained_glass;r_1134;-6
r_1134;minecraft:white_stained_glass_pane;16
minecraft:orange_stained_glass;r_1135;-6
r_1135;minecraft:orange_stained_glass_pane;16
minecraft:magenta_stained_glass;r_1136;-6
r_1136;minecraft:magenta_stained_glass_pane;16
minecraft:light_blue_stained_glass;r_1137;-6
r_1137;minecraft:light_blue_stained_glass_pane;16
minecraft:yellow_stained_glass;r_1138;-6
r_1138;minecraft:yellow_stained_glass_pane;16
minecraft:lime_stained_glass;r_1139;-6
r_1139;minecraft:lime_stained_glass_pane;16
minecraft:pink_stained_glass;r_1140;-6
r_1140;minecraft:pink_stained_glass_pane;16
minecraft:gray_stained_glass;r_1141;-6
r_1141;minecraft:gray_stained_glass_pane;16
minecraft:silver_stained_glass;r_1142;-6
r_1142;minecraft:light_gray_stained_glass_pane;16
minecraft:cyan_stained_glass;r_1143;-6
r_1143;minecraft:cyan_stained_glass_pane;16
minecraft:purple_stained_glass;r_1144;-6
r_1144;minecraft:purple_stained_glass_pane;16
minecraft:blue_stained_glass;r_1145;-6
r_1145;minecraft:blue_stained_glass_pane;16
minecraft:brown_stained_glass;r_1146;-6
r_1146;minecraft:brown_stained_glass_pane;16
minecraft:green_stained_glass;r_1147;-6
r_1147;minecraft:green_stained_glass_pane;16
minecraft:red_stained_glass;r_1148;-6
r_1148;minecraft:red_stained_glass_pane;16
minecraft:black_stained_glass;r_1149;-6
r_1149;minecraft:black_stained_glass_pane;16
minecraft:glass_pane;r_1150;-8
minecraft:white_dye;r_1150;-1
r_1150;minecraft:white_stained_glass_pane;8
minecraft:glass_pane;r_1151;-8
minecraft:orange_dye;r_1151;-1
r_1151;minecraft:orange_stained_glass_pane;8
minecraft:glass_pane;r_1152;-8
minecraft:magenta_dye;r_1152;-1
r_1152;minecraft:magenta_stained_glass_pane;8
minecraft:glass_pane;r_1153;-8
minecraft:light_blue_dye;r_1153;-1
r_1153;minecraft:light_blue_stained_glass_pane;8
minecraft:glass_pane;r_1154;-8
minecraft:yellow_dye;r_1154;-1
r_1154;minecraft:yellow_stained_glass_pane;8
minecraft:glass_pane;r_1155;-8
minecraft:lime_dye;r_1155;-1
r_1155;minecraft:lime_stained_glass_pane;8
minecraft:glass_pane;r_1156;-8
minecraft:pink_dye;r_1156;-1
r_1156;minecraft:pink_stained_glass_pane;8
minecraft:glass_pane;r_1157;-8
minecraft:gray_dye;r_1157;-1
r_1157;minecraft:gray_stained_glass_pane;8
minecraft:glass_pane;r_1158;-8
minecraft:light_gray_dye;r_1158;-1
r_1158;minecraft:light_gray_stained_glass_pane;8
minecraft:glass_pane;r_1159;-8
minecraft:cyan_dye;r_1159;-1
r_1159;minecraft:cyan_stained_glass_pane;8
minecraft:glass_pane;r_1160;-8
minecraft:purple_dye;r_1160;-1
r_1160;minecraft:purple_stained_glass_pane;8
minecraft:glass_pane;r_1161;-8
minecraft:blue_dye;r_1161;-1
r_1161;minecraft:blue_stained_glass_pane;8
minecraft:glass_pane;r_1162;-8
minecraft:brown_dye;r_1162;-1
r_1162;minecraft:brown_stained_glass_pane;8
minecraft:glass_pane;r_1163;-8
minecraft:green_dye;r_1163;-1
r_1163;minecraft:green_stained_glass_pane;8
minecraft:glass_pane;r_1164;-8
minecraft:red_dye;r_1164;-1
r_1164;minecraft:red_stained_glass_pane;8
minecraft:glass_pane;r_1165;-8
minecraft:black_dye;r_1165;-1
r_1165;minecraft:black_stained_glass_pane;8
minecraft:glass_pane;r_1166;-8
minecraft:bone_meal;r_1166;-1
r_1166;minecraft:white_stained_glass_pane;8
minecraft:glass_pane;r_1167;-8
minecraft:cocoa_beans;r_1167;-1
r_1167;minecraft:brown_stained_glass_pane;8
minecraft:glass_pane;r_1168;-8
minecraft:ink_sac;r_1168;-1
r_1168;minecraft:black_stained_glass_pane;8
minecraft:glass_pane;r_1169;-8
minecraft:lapis_lazuli;r_1169;-1
r_1169;minecraft:blue_stained_glass_pane;8
minecraft:iron_ingot;r_1170;-6
r_1170;minecraft:iron_bars;16
minecraft:orange_wool;r_1171;-1
minecraft:bone_meal;r_1171;-1
r_1171;minecraft:white_wool;1
minecraft:magenta_wool;r_1172;-1
minecraft:bone_meal;r_1172;-1
r_1172;minecraft:white_wool;1
minecraft:light_blue_wool;r_1173;-1
minecraft:bone_meal;r_1173;-1
r_1173;minecraft:white_wool;1
minecraft:yellow_wool;r_1174;-1
minecraft:bone_meal;r_1174;-1
r_1174;minecraft:white_wool;1
minecraft:lime_wool;r_1175;-1
minecraft:bone_meal;r_1175;-1
r_1175;minecraft:white_wool;1
minecraft:pink_wool;r_1176;-1
minecraft:bone_meal;r_1176;-1
r_1176;minecraft:white_wool;1
minecraft:gray_wool;r_1177;-1
minecraft:bone_meal;r_1177;-1
r_1177;minecraft:white_wool;1
minecraft:silver_wool;r_1178;-1
minecraft:bone_meal;r_1178;-1
r_1178;minecraft:white_wool;1
minecraft:cyan_wool;r_1179;-1
minecraft:bone_meal;r_1179;-1
r_1179;minecraft:white_wool;1
minecraft:purple_wool;r_1180;-1
minecraft:bone_meal;r_1180;-1
r_1180;minecraft:white_wool;1
minecraft:blue_wool;r_1181;-1
minecraft:bone_meal;r_1181;-1
r_1181;minecraft:white_wool;1
minecraft:brown_wool;r_1182;-1
minecraft:bone_meal;r_1182;-1
r_1182;minecraft:white_wool;1
minecraft:green_wool;r_1183;-1
minecraft:bone_meal;r_1183;-1
r_1183;minecraft:white_wool;1
minecraft:red_wool;r_1184;-1
minecraft:bone_meal;r_1184;-1
r_1184;minecraft:white_wool;1
minecraft:black_wool;r_1185;-1
minecraft:bone_meal;r_1185;-1
r_1185;minecraft:white_wool;1
minecraft:white_wool;r_1186;-1
minecraft:cocoa_beans;r_1186;-1
r_1186;minecraft:brown_wool;1
minecraft:orange_wool;r_1187;-1
minecraft:cocoa_beans;r_1187;-1
r_1187;minecraft:brown_wool;1
minecraft:magenta_wool;r_1188;-1
minecraft:cocoa_beans;r_1188;-1
r_1188;minecraft:brown_wool;1
minecraft:light_blue_wool;r_1189;-1
minecraft:cocoa_beans;r_1189;-1
r_1189;minecraft:brown_wool;1
minecraft:yellow_wool;r_1190;-1
minecraft:cocoa_beans;r_1190;-1
r_1190;minecraft:brown_wool;1
minecraft:lime_wool;r_1191;-1
minecraft:cocoa_beans;r_1191;-1
r_1191;minecraft:brown_wool;1
minecraft:pink_wool;r_1192;-1
minecraft:cocoa_beans;r_1192;-1
r_1192;minecraft:brown_wool;1
minecraft:gray_wool;r_1193;-1
minecraft:cocoa_beans;r_1193;-1
r_1193;minecraft:brown_wool;1
minecraft:silver_wool;r_1194;-1
minecraft:cocoa_beans;r_1194;-1
r_1194;minecraft:brown_wool;1
minecraft:cyan_wool;r_1195;-1
minecraft:cocoa_beans;r_1195;-1
r_1195;minecraft:brown_wool;1
minecraft:purple_wool;r_1196;-1
minecraft:cocoa_beans;r_1196;-1
r_1196;minecraft:brown_wool;1
minecraft:blue_wool;r_1197;-1
minecraft:cocoa_beans;r_1197;-1
r_1197;minecraft:brown_wool;1
minecraft:green_wool;r_1198;-1
minecraft:cocoa_beans;r_1198;-1
r_1198;minecraft:brown_wool;1
minecraft:red_wool;r_1199;-1
minecraft:cocoa_beans;r_1199;-1
r_1199;minecraft:brown_wool;1
minecraft:black_wool;r_1200;-1
minecraft:cocoa_beans;r_1200;-1
r_1200;minecraft:brown_wool;1
minecraft:white_wool;r_1201;-1
minecraft:ink_sac;r_1201;-1
r_1201;minecraft:black_wool;1
minecraft:orange_wool;r_1202;-1
minecraft:ink_sac;r_1202;-1
r_1202;minecraft:black_wool;1
minecraft:magenta_wool;r_1203;-1
minecraft:ink_sac;r_1203;-1
r_1203;minecraft:black_wool;1
minecraft:light_blue_wool;r_1204;-1
minecraft:ink_sac;r_1204;-1
r_1204;minecraft:black_wool;1
minecraft:yellow_wool;r_1205;-1
minecraft:ink_sac;r_1205;-1
r_1205;minecraft:black_wool;1
minecraft:lime_wool;r_1206;-1
minecraft:ink_sac;r_1206;-1
r_1206;minecraft:black_wool;1
minecraft:pink_wool;r_1207;-1
minecraft:ink_sac;r_1207;-1
r_1207;minecraft:black_wool;1
minecraft:gray_wool;r_1208;-1
minecraft:ink_sac;r_1208;-1
r_1208;minecraft:black_wool;1
minecraft:silver_wool;r_1209;-1
minecraft:ink_sac;r_1209;-1
r_1209;minecraft:black_wool;1
minecraft:cyan_wool;r_1210;-1
minecraft:ink_sac;r_1210;-1
r_1210;minecraft:black_wool;1
minecraft:purple_wool;r_1211;-1
minecraft:ink_sac;r_1211;-1
r_1211;minecraft:black_wool;1
minecraft:blue_wool;r_1212;-1
minecraft:ink_sac;r_1212;-1
r_1212;minecraft:black_wool;1
minecraft:brown_wool;r_1213;-1
minecraft:ink_sac;r_1213;-1
r_1213;minecraft:black_wool;1
minecraft:green_wool;r_1214;-1
minecraft:ink_sac;r_1214;-1
r_1214;minecraft:black_wool;1
minecraft:red_wool;r_1215;-1
minecraft:ink_sac;r_1215;-1
r_1215;minecraft:black_wool;1
minecraft:white_wool;r_1216;-1
minecraft:lapis_lazuli;r_1216;-1
r_1216;minecraft:blue_wool;1
minecraft:orange_wool;r_1217;-1
minecraft:lapis_lazuli;r_1217;-1
r_1217;minecraft:blue_wool;1
minecraft:magenta_wool;r_1218;-1
minecraft:lapis_lazuli;r_1218;-1
r_1218;minecraft:blue_wool;1
minecraft:light_blue_wool;r_1219;-1
minecraft:lapis_lazuli;r_1219;-1
r_1219;minecraft:blue_wool;1
minecraft:yellow_wool;r_1220;-1
minecraft:lapis_lazuli;r_1220;-1
r_1220;minecraft:blue_wool;1
minecraft:lime_wool;r_1221;-1
minecraft:lapis_lazuli;r_1221;-1
r_1221;minecraft:blue_wool;1
minecraft:pink_wool;r_1222;-1
minecraft:lapis_lazuli;r_1222;-1
r_1222;minecraft:blue_wool;1
minecraft:gray_wool;r_1223;-1
minecraft:lapis_lazuli;r_1223;-1
r_1223;minecraft:blue_wool;1
minecraft:silver_wool;r_1224;-1
minecraft:lapis_lazuli;r_1224;-1
r_1224;minecraft:blue_wool;1
minecraft:cyan_wool;r_1225;-1
minecraft:lapis_lazuli;r_1225;-1
r_1225;minecraft:blue_wool;1
minecraft:purple_wool;r_1226;-1
minecraft:lapis_lazuli;r_1226;-1
r_1226;minecraft:blue_wool;1
minecraft:brown_wool;r_1227;-1
minecraft:lapis_lazuli;r_1227;-1
r_1227;minecraft:blue_wool;1
minecraft:green_wool;r_1228;-1
minecraft:lapis_lazuli;r_1228;-1
r_1228;minecraft:blue_wool;1
minecraft:red_wool;r_1229;-1
minecraft:lapis_lazuli;r_1229;-1
r_1229;minecraft:blue_wool;1
minecraft:black_wool;r_1230;-1
minecraft:lapis_lazuli;r_1230;-1
r_1230;minecraft:blue_wool;1
minecraft:obsidian;r_1231;-4
minecraft:diamond;r_1231;-2
minecraft:book;r_1231;-1
r_1231;minecraft:enchanting_table;1
minecraft:oak_planks;r_1232;-2
minecraft:stone_slab;r_1232;-1
minecraft:stick;r_1232;-2
r_1232;minecraft:grindstone;1
minecraft:spruce_planks;r_1233;-2
minecraft:stone_slab;r_1233;-1
minecraft:stick;r_1233;-2
r_1233;minecraft:grindstone;1
minecraft:birch_planks;r_1234;-2
minecraft:stone_slab;r_1234;-1
minecraft:stick;r_1234;-2
r_1234;minecraft:grindstone;1
minecraft:jungle_planks;r_1235;-2
minecraft:stone_slab;r_1235;-1
minecraft:stick;r_1235;-2
r_1235;minecraft:grindstone;1
minecraft:acacia_planks;r_1236;-2
minecraft:stone_slab;r_1236;-1
minecraft:stick;r_1236;-2
r_1236;minecraft:grindstone;1
minecraft:dark_oak_planks;r_1237;-2
minecraft:stone_slab;r_1237;-1
minecraft:stick;r_1237;-2
r_1237;minecraft:grindstone;1
minecraft:stone_slab;r_1238;-1
minecraft:crimson_planks;r_1238;-2
minecraft:stick;r_1238;-2
r_1238;minecraft:grindstone;1
minecraft:stone_slab;r_1239;-1
minecraft:warped_planks;r_1239;-2
minecraft:stick;r_1239;-2
r_1239;minecraft:grindstone;1
minecraft:moss_block;r_1240;-2
r_1240;minecraft:moss_carpet;3
minecraft:honeycomb;r_1241;-4
r_1241;minecraft:honeycomb_block;1
minecraft:crimson_planks;r_1242;-4
minecraft:flint;r_1242;-2
r_1242;minecraft:fletching_table;1
minecraft:warped_planks;r_1243;-4
minecraft:flint;r_1243;-2
r_1243;minecraft:fletching_table;1
minecraft:oak_planks;r_1244;-4
minecraft:flint;r_1244;-2
r_1244;minecraft:fletching_table;1
minecraft:spruce_planks;r_1245;-4
minecraft:flint;r_1245;-2
r_1245;minecraft:fletching_table;1
minecraft:birch_planks;r_1246;-4
minecraft:flint;r_1246;-2
r_1246;minecraft:fletching_table;1
minecraft:jungle_planks;r_1247;-4
minecraft:flint;r_1247;-2
r_1247;minecraft:fletching_table;1
minecraft:acacia_planks;r_1248;-4
minecraft:flint;r_1248;-2
r_1248;minecraft:fletching_table;1
minecraft:dark_oak_planks;r_1249;-4
minecraft:flint;r_1249;-2
r_1249;minecraft:fletching_table;1
minecraft:oak_planks;r_1250;-4
minecraft:paper;r_1250;-2
r_1250;minecraft:cartography_table;1
minecraft:spruce_planks;r_1251;-4
minecraft:paper;r_1251;-2
r_1251;minecraft:cartography_table;1
minecraft:birch_planks;r_1252;-4
minecraft:paper;r_1252;-2
r_1252;minecraft:cartography_table;1
minecraft:jungle_planks;r_1253;-4
minecraft:paper;r_1253;-2
r_1253;minecraft:cartography_table;1
minecraft:acacia_planks;r_1254;-4
minecraft:paper;r_1254;-2
r_1254;minecraft:cartography_table;1
minecraft:dark_oak_planks;r_1255;-4
minecraft:paper;r_1255;-2
r_1255;minecraft:cartography_table;1
minecraft:crimson_planks;r_1256;-4
minecraft:paper;r_1256;-2
r_1256;minecraft:cartography_table;1
minecraft:warped_planks;r_1257;-4
minecraft:paper;r_1257;-2
r_1257;minecraft:cartography_table;1
minecraft:stone;r_1258;-3
minecraft:iron_ingot;r_1258;-1
r_1258;minecraft:stonecutter;1
minecraft:granite;r_1259;-3
minecraft:iron_ingot;r_1259;-1
r_1259;minecraft:stonecutter;1
minecraft:polished_granite;r_1260;-3
minecraft:iron_ingot;r_1260;-1
r_1260;minecraft:stonecutter;1
minecraft:diorite;r_1261;-3
minecraft:iron_ingot;r_1261;-1
r_1261;minecraft:stonecutter;1
minecraft:polished_diorite;r_1262;-3
minecraft:iron_ingot;r_1262;-1
r_1262;minecraft:stonecutter;1
minecraft:andesite;r_1263;-3
minecraft:iron_ingot;r_1263;-1
r_1263;minecraft:stonecutter;1
minecraft:polished_andesite;r_1264;-3
minecraft:iron_ingot;r_1264;-1
r_1264;minecraft:stonecutter;1
minecraft:oak_log;r_1265;-4
minecraft:furnace;r_1265;-1
r_1265;minecraft:smoker;1
minecraft:spruce_log;r_1266;-4
minecraft:furnace;r_1266;-1
r_1266;minecraft:smoker;1
minecraft:birch_log;r_1267;-4
minecraft:furnace;r_1267;-1
r_1267;minecraft:smoker;1
minecraft:jungle_log;r_1268;-4
minecraft:furnace;r_1268;-1
r_1268;minecraft:smoker;1
minecraft:furnace;r_1269;-1
minecraft:acacia_log;r_1269;-4
r_1269;minecraft:smoker;1
minecraft:furnace;r_1270;-1
minecraft:dark_oak_log;r_1270;-4
r_1270;minecraft:smoker;1
minecraft:furnace;r_1271;-1
minecraft:crimson_stem;r_1271;-4
r_1271;minecraft:smoker;1
minecraft:furnace;r_1272;-1
minecraft:warped_stem;r_1272;-4
r_1272;minecraft:smoker;1
minecraft:furnace;r_1273;-1
minecraft:stripped_spruce_log;r_1273;-4
r_1273;minecraft:smoker;1
minecraft:furnace;r_1274;-1
minecraft:stripped_birch_log;r_1274;-4
r_1274;minecraft:smoker;1
minecraft:furnace;r_1275;-1
minecraft:stripped_jungle_log;r_1275;-4
r_1275;minecraft:smoker;1
minecraft:furnace;r_1276;-1
minecraft:stripped_acacia_log;r_1276;-4
r_1276;minecraft:smoker;1
minecraft:furnace;r_1277;-1
minecraft:stripped_dark_oak_log;r_1277;-4
r_1277;minecraft:smoker;1
minecraft:furnace;r_1278;-1
minecraft:stripped_oak_log;r_1278;-4
r_1278;minecraft:smoker;1
minecraft:furnace;r_1279;-1
minecraft:stripped_crimson_stem;r_1279;-4
r_1279;minecraft:smoker;1
minecraft:furnace;r_1280;-1
minecraft:stripped_warped_stem;r_1280;-4
r_1280;minecraft:smoker;1
minecraft:furnace;r_1281;-1
